user,review_description,rating,thumbsUpCount,review_date,developer_response,developer_response_date
Sriparna Paik,"If you don't have the premium account, it's just too many ads. And spotify seems to increase their ads ever so often. Apart from that, it's THE BEST app to listen to music and podcasts. They also have amazing playlists to suit every occasion and mood.",4,3,2020-11-28 06:13:37,,
Anthony Vien,Multiple times when I am listening to music at work I have to force the app to close and reopen it because it freezes. This has been happening for a few weeks now and it is quite annoying.,1,0,2020-11-28 02:25:00,,
Jay Healer,"Great app to be honest, why 4 stars? Well simply because there aren't every song in the search option! Many songs I can't seem to play on the app... A part from that great app, also the design whereas it's on your smart TV, phone pc or tablet.",4,0,2020-11-27 23:56:22,,
Daiki Funamoto,"Songs keep changing for no reason and gets connected to spotify on computer when there is none around me. Even after I off my bluetooth, uninstall and reinstall the app, restart my phone, it is still the same. Have been using premium for quite a while but it only happened tdy. Is there a way to fix this? Thank you.",1,6,2020-11-27 19:45:28,,
María López González,Horrible app if you don't pay! you have to listen to two advertisements after every song or 5min! You cannot choose any song neither skip them...In my opinion is quite useless,1,1,2020-11-27 18:50:44,,
Brian Kincaid,"Good but has a serious sort issue where new music routinely doesn't show in playlists without a lot of shuffling. Songs tend to freeze or less ck up the app when moving up or down in the playlists or adding to a queue when a playlist is running - i.e. have 39 songs in a list, attempt to queue one way down in the list, spotify crashes or the playlist does. Requires clearing cache and/or reinstall every time.",4,0,2020-11-27 18:25:35,,
Biki Mahajan,It's a good one but shows a loads of ads whenever a song is played freshly after opening the app which makes so inconvenience and disguisting. Such unwanted and continuous streaming of ads makes really unreliable and had to wait long to get the ads finished! Hope such issues are taken into consideration as a feedback and be fixed soon!,2,0,2020-11-27 17:39:12,,
Karlo Vrgoc,Incredibly greedy of spotify. Id be fine with just the ads and no library organisation but 6 skips per day? Way too far. They make spotify premium mandatory instead of a luxury. Using spotify at this point is just an absolute pain and ill be switching to a more user friendly music player. Not just all that but it crashes often when listened in the background.,1,0,2020-11-27 14:48:15,,
Ashlyn Anderson,normally this app is really good but I go to shuffle my playlists and it skips song after song after song so quick and im not touching my phone its glitching or something and its making me frustrated.,3,0,2020-11-27 12:23:51,,
taru sharma,"I have been logged out of my Spotify account, and its not taking me in, and also says ""something went wrong"" when I log in with OTP. PLEASE FIX IT. I had a pretty good experience but now this bug is ruining it.",1,0,2020-11-27 10:35:31,,
Izzy Deloache,Required ads without a skip button Says 30 minutes ad free and gives you FIVE ADS yet still plays more ads after only four songs. I just downloaded this five minutes ago despite critical ads advising against it. Uninstalled,1,0,2020-11-27 06:16:35,,
Atul Chaturvedi,"App needs to be improved technically. At screens, there are no loaders at times and user remains stuck that something is supposed to happen and then leaves the app. Also the how syncing works and how one can link number or email or Facebook to one needs an easier UX. I ended up having two accounts.",4,0,2020-11-27 06:12:39,,
James Berndt,Great app listen to music all day and night at work makes the time at work go by quickly .I like that u can make playlists to play without wifi never with music rock out with your------- out.,5,0,2020-11-27 06:06:59,,
IvnS .P,"I've many liked songs, but it always play suggested songs and it won't play even 1 of the songs that I've liked. It keeps on playing suggested songs even when you press the shuffle play button in the liked songs. I hope the developers can fix this cause I hate the suggested songs so much.",2,0,2020-11-27 04:24:36,,
A Goblin Tripping On Horror Dust,"I wish I could uninstall this from the app store. Words cannot express my burning hatred for whoever designed Spotify, but what can I say that hasn't already been said a thousand times? The locking out of certain songs for non premium users, the inability to pick the songs you want to listen to, and being forced to listen to a playlist that will add songs you didn't want to add? *Seriously?!?* Stop bathing in your blood money and learn how to listen to your users.",1,1,2020-11-27 02:55:26,,
Henry Virael Iluvitar,"Songs that have been downloaded should be hidden when the premium period has expired, not removed from the download list. Very disappointed because hundreds of songs require a lot of data packages.",2,0,2020-11-26 11:22:39,,
elijah drury,"Very good however I feel the ui could use some basic quality of life upgrades on both the consol and mobile apps. I'd also love if songs with ""behind the lyrics"" had a like a karaoke option with just lyrics. Simple recommends however even if they never came i love Spotify and can't see me changing anytime in the near future",4,0,2020-11-26 07:51:57,,
Fernando Ponce,Lots of bugs as of late. Song stops playing on its own. Pause button has no effect. The song it shows is not the song that it is playing. First time having issues with spotify after several years so I'm backing it will get fixed. Update: fixed,5,1,2020-11-26 05:14:55,,
Mi-Chan,"Spotify is the best! I got addicted to it via a friend because she showed me how you can build playlists and make them, it's fantastic♡! I also realized Spotify gives you weekly mixtapes which has a ton of songs on it that will most likely will be to your taste according to what you've already added. They even have daily recommends so you're never bored and will never run out of music to listen to. Thanks Spotify! The Membership is well worth it!",5,10,2020-11-26 05:03:25,,
Krishna Kant Tripathi,The working is best. Something where I reduced stars are the UI. The interface is not that much impressive. Kindly work on the app UI animations.,3,0,2020-11-26 05:00:07,,
